id,name,value_id,value_name,value_struct,values,value_type,site_id,title,seller_id,category_id,official_store_id,price,base_price,original_price,currency_id,initial_quantity,catalog_product_id
MLA1377943948,Tiempo de garantía,,3 meses,"{'number': 3, 'unit': 'meses'}","[{'id': None, 'name': '3 meses', 'struct': {'number': 3, 'unit': 'meses'}}]",number_unit,MLA,Bombilla Mi Smart Led Xiaomi,164041557,MLA377395,71168,30399.0,30399.0,34959,ARS,27,MLA21686266
MLA1129307328,Tiempo de garantía,,3 meses,"{'number': 3, 'unit': 'meses'}","[{'id': None, 'name': '3 meses', 'struct': {'number': 3, 'unit': 'meses'}}]",number_unit,MLA,Switch Xiaomi Mi Smart Home Wireless Para Dispositivos,164041557,MLA388863,71168,31499.0,31499.0,36225,ARS,7,MLA26502277
MLA1129307328,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Switch Xiaomi Mi Smart Home Wireless Para Dispositivos,164041557,MLA388863,71168,31499.0,31499.0,36225,ARS,7,MLA26502277
MLA1129307328,Cantidad máxima de compra,,1,,"[{'id': None, 'name': '1', 'struct': None}]",number,MLA,Switch Xiaomi Mi Smart Home Wireless Para Dispositivos,164041557,MLA388863,71168,31499.0,31499.0,36225,ARS,7,MLA26502277
MLA1129261025,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Sensor Xiaomi De Puerta Y Ventana App Mi Smart Home,164041557,MLA4625,71168,31499.0,31499.0,36225,ARS,50,MLA28699462
MLA1129261025,Tiempo de garantía,,3 meses,"{'number': 3, 'unit': 'meses'}","[{'id': None, 'name': '3 meses', 'struct': {'number': 3, 'unit': 'meses'}}]",number_unit,MLA,Sensor Xiaomi De Puerta Y Ventana App Mi Smart Home,164041557,MLA4625,71168,31499.0,31499.0,36225,ARS,50,MLA28699462
MLA1129261025,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Sensor Xiaomi De Puerta Y Ventana App Mi Smart Home,164041557,MLA4625,71168,31499.0,31499.0,36225,ARS,50,MLA28699462
MLA1129261025,Cantidad máxima de compra,,1,,"[{'id': None, 'name': '1', 'struct': None}]",number,MLA,Sensor Xiaomi De Puerta Y Ventana App Mi Smart Home,164041557,MLA4625,71168,31499.0,31499.0,36225,ARS,50,MLA28699462
MLA1129307297,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Switch Xiaomi Mi Smart Home Wireless Para Dispositivos,164041557,MLA388863,71168,56149.0,56149.0,,ARS,9,MLA26502277
MLA1129307297,Tiempo de garantía,,3 meses,"{'number': 3, 'unit': 'meses'}","[{'id': None, 'name': '3 meses', 'struct': {'number': 3, 'unit': 'meses'}}]",number_unit,MLA,Switch Xiaomi Mi Smart Home Wireless Para Dispositivos,164041557,MLA388863,71168,56149.0,56149.0,,ARS,9,MLA26502277
MLA1129307297,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Switch Xiaomi Mi Smart Home Wireless Para Dispositivos,164041557,MLA388863,71168,56149.0,56149.0,,ARS,9,MLA26502277
MLA1129319356,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Sensor Xiaomi De Puerta Y Ventana App Mi Smart Home,164041557,MLA4625,71168,56149.0,56149.0,,ARS,38,MLA28699462
MLA1129319356,Tiempo de garantía,,30 días,"{'number': 30, 'unit': 'días'}","[{'id': None, 'name': '30 días', 'struct': {'number': 30, 'unit': 'días'}}]",number_unit,MLA,Sensor Xiaomi De Puerta Y Ventana App Mi Smart Home,164041557,MLA4625,71168,56149.0,56149.0,,ARS,38,MLA28699462
MLA1129319356,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Sensor Xiaomi De Puerta Y Ventana App Mi Smart Home,164041557,MLA4625,71168,56149.0,56149.0,,ARS,38,MLA28699462
MLA1950561310,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Camara Xiaomi Smart C500 Pro 3k Baby Call Google Home Alexa,257077964,MLA417835,52187,249999.0,249999.0,,ARS,100,MLA35961102
MLA1950561310,Tiempo de garantía,,6 meses,"{'number': 6, 'unit': 'meses'}","[{'id': None, 'name': '6 meses', 'struct': {'number': 6, 'unit': 'meses'}}]",number_unit,MLA,Camara Xiaomi Smart C500 Pro 3k Baby Call Google Home Alexa,257077964,MLA417835,52187,249999.0,249999.0,,ARS,100,MLA35961102
MLA1950561310,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Camara Xiaomi Smart C500 Pro 3k Baby Call Google Home Alexa,257077964,MLA417835,52187,249999.0,249999.0,,ARS,100,MLA35961102
MLA2019027806,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Interruptor Xiaomi Mi Smart Home Wireless Para Dispositivos,1105079370,MLA388863,,30000.0,30000.0,,ARS,3,MLA26502277
MLA2019027806,Tiempo de garantía,,7 días,"{'number': 7, 'unit': 'días'}","[{'id': None, 'name': '7 días', 'struct': {'number': 7, 'unit': 'días'}}]",number_unit,MLA,Interruptor Xiaomi Mi Smart Home Wireless Para Dispositivos,1105079370,MLA388863,,30000.0,30000.0,,ARS,3,MLA26502277
MLA2019027806,Facturación,6891888,No factura,,"[{'id': '6891888', 'name': 'No factura', 'struct': None}]",list,MLA,Interruptor Xiaomi Mi Smart Home Wireless Para Dispositivos,1105079370,MLA388863,,30000.0,30000.0,,ARS,3,MLA26502277
MLA1973200290,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Xiaomi Smart Camara C500 Pro 3k  Wi-fi Doble Banda  Monitore,340109223,MLA417835,,209999.0,209999.0,,ARS,2,MLA35961102
MLA1973200290,Tiempo de garantía,,6 meses,"{'number': 6, 'unit': 'meses'}","[{'id': None, 'name': '6 meses', 'struct': {'number': 6, 'unit': 'meses'}}]",number_unit,MLA,Xiaomi Smart Camara C500 Pro 3k  Wi-fi Doble Banda  Monitore,340109223,MLA417835,,209999.0,209999.0,,ARS,2,MLA35961102
MLA1973200290,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Xiaomi Smart Camara C500 Pro 3k  Wi-fi Doble Banda  Monitore,340109223,MLA417835,,209999.0,209999.0,,ARS,2,MLA35961102
MLA1459641555,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Xiaomi Smart Camara C500 Pro 3k  Wi-fi 360° Color Blanco,340109223,MLA417835,,179999.0,179999.0,,ARS,2,MLA35961102
MLA1459641555,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Xiaomi Smart Camara C500 Pro 3k  Wi-fi 360° Color Blanco,340109223,MLA417835,,179999.0,179999.0,,ARS,2,MLA35961102
MLA1459641555,Tiempo de garantía,,6 meses,"{'number': 6, 'unit': 'meses'}","[{'id': None, 'name': '6 meses', 'struct': {'number': 6, 'unit': 'meses'}}]",number_unit,MLA,Xiaomi Smart Camara C500 Pro 3k  Wi-fi 360° Color Blanco,340109223,MLA417835,,179999.0,179999.0,,ARS,2,MLA35961102
MLA1478401883,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Interruptor Switch Xiaomi Mi Smart Home Wireless,2182909037,MLA388863,,30000.0,30000.0,,ARS,3,MLA26502277
MLA1478401883,Tiempo de garantía,,7 días,"{'number': 7, 'unit': 'días'}","[{'id': None, 'name': '7 días', 'struct': {'number': 7, 'unit': 'días'}}]",number_unit,MLA,Interruptor Switch Xiaomi Mi Smart Home Wireless,2182909037,MLA388863,,30000.0,30000.0,,ARS,3,MLA26502277
MLA1478401883,Facturación,6891888,No factura,,"[{'id': '6891888', 'name': 'No factura', 'struct': None}]",list,MLA,Interruptor Switch Xiaomi Mi Smart Home Wireless,2182909037,MLA388863,,30000.0,30000.0,,ARS,3,MLA26502277
MLA1421816263,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Sensor Xiaomi De Puerta Y Ventana App Mi Smart Home,440453347,MLA4625,,22500.0,22500.0,,ARS,3,MLA21748353
MLA1421816263,Facturación,6891888,No factura,,"[{'id': '6891888', 'name': 'No factura', 'struct': None}]",list,MLA,Sensor Xiaomi De Puerta Y Ventana App Mi Smart Home,440453347,MLA4625,,22500.0,22500.0,,ARS,3,MLA21748353
MLA1398505275,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Sensor Xiaomi De Puerta Y Ventana App Mi Smart Home,46939594,MLA4625,,30000.0,30000.0,,ARS,1,MLA21748353
MLA1975516840,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Mi 360° Home Security Camera 2k Pro Color Blanco,130326065,MLA5959,,85000.0,85000.0,,ARS,10,MLA18597187
MLA1975516840,Tiempo de garantía,,3 meses,"{'number': 3, 'unit': 'meses'}","[{'id': None, 'name': '3 meses', 'struct': {'number': 3, 'unit': 'meses'}}]",number_unit,MLA,Mi 360° Home Security Camera 2k Pro Color Blanco,130326065,MLA5959,,85000.0,85000.0,,ARS,10,MLA18597187
MLA1975516840,Facturación,6891888,No factura,,"[{'id': '6891888', 'name': 'No factura', 'struct': None}]",list,MLA,Mi 360° Home Security Camera 2k Pro Color Blanco,130326065,MLA5959,,85000.0,85000.0,,ARS,10,MLA18597187
MLA1394909146,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Flex Boton Encendido Sensor Huella P/ Xiaomi Mi 11 Lite,625052667,MLA10617,,15900.0,15900.0,,ARS,364,
MLA1108048446,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Monitor Temperatura Y Humedad  Xiaomi Mi Home Monitor 2,164041557,MLA4625,71168,26968.0,26968.0,31014,ARS,154,
MLA1108048446,Tiempo de garantía,,3 meses,"{'number': 3, 'unit': 'meses'}","[{'id': None, 'name': '3 meses', 'struct': {'number': 3, 'unit': 'meses'}}]",number_unit,MLA,Monitor Temperatura Y Humedad  Xiaomi Mi Home Monitor 2,164041557,MLA4625,71168,26968.0,26968.0,31014,ARS,154,
MLA1108048446,Cantidad máxima de compra,,15,,"[{'id': None, 'name': '15', 'struct': None}]",number,MLA,Monitor Temperatura Y Humedad  Xiaomi Mi Home Monitor 2,164041557,MLA4625,71168,26968.0,26968.0,31014,ARS,154,
MLA1747929220,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Xiaomi Mi Home 2k Pro Security Camara 360° Wifi Altavoz App,23742253,MLA5959,87690,119999.0,119999.0,,ARS,32,MLA18597186
MLA1747929220,Tiempo de garantía,,6 meses,"{'number': 6, 'unit': 'meses'}","[{'id': None, 'name': '6 meses', 'struct': {'number': 6, 'unit': 'meses'}}]",number_unit,MLA,Xiaomi Mi Home 2k Pro Security Camara 360° Wifi Altavoz App,23742253,MLA5959,87690,119999.0,119999.0,,ARS,32,MLA18597186
MLA1747929220,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Xiaomi Mi Home 2k Pro Security Camara 360° Wifi Altavoz App,23742253,MLA5959,87690,119999.0,119999.0,,ARS,32,MLA18597186
MLA1947681362,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Xiaomi Smart Band 9 Midnight Black,402537206,MLA352679,,69500.0,69500.0,,ARS,1828,MLA39425855
MLA1947681362,Tiempo de garantía,,6 meses,"{'number': 6, 'unit': 'meses'}","[{'id': None, 'name': '6 meses', 'struct': {'number': 6, 'unit': 'meses'}}]",number_unit,MLA,Xiaomi Smart Band 9 Midnight Black,402537206,MLA352679,,69500.0,69500.0,,ARS,1828,MLA39425855
MLA1947681362,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Xiaomi Smart Band 9 Midnight Black,402537206,MLA352679,,69500.0,69500.0,,ARS,1828,MLA39425855
MLA1459242345,Facturación,6891888,No factura,,"[{'id': '6891888', 'name': 'No factura', 'struct': None}]",list,MLA,Xiaomi Mi Tv Stick Full Hd 8gb Chromecast Streaming Con Control Color Negro,354301541,MLA352001,,104500.0,104500.0,,ARS,1029,MLA15984003
MLA1459242345,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Xiaomi Mi Tv Stick Full Hd 8gb Chromecast Streaming Con Control Color Negro,354301541,MLA352001,,104500.0,104500.0,,ARS,1029,MLA15984003
MLA1387113571,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Cámara Inteligente Xiaomi C300,164041557,MLA5959,71168,136735.0,136735.0,,ARS,5,MLA24557229
MLA1941856180,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Monitor De Temperatura Y Humedad Xiaomi Mi Home Monitor 2 Color Blanco,121656806,MLA417889,,21383.0,21383.0,,ARS,1,MLA28650568
MLA1941856180,Tiempo de garantía,,30 días,"{'number': 30, 'unit': 'días'}","[{'id': None, 'name': '30 días', 'struct': {'number': 30, 'unit': 'días'}}]",number_unit,MLA,Monitor De Temperatura Y Humedad Xiaomi Mi Home Monitor 2 Color Blanco,121656806,MLA417889,,21383.0,21383.0,,ARS,1,MLA28650568
MLA1941856180,Facturación,6891888,No factura,,"[{'id': '6891888', 'name': 'No factura', 'struct': None}]",list,MLA,Monitor De Temperatura Y Humedad Xiaomi Mi Home Monitor 2 Color Blanco,121656806,MLA417889,,21383.0,21383.0,,ARS,1,MLA28650568
MLA1501478752,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Cámara Inteligente Xiaomi C300,164041557,MLA5959,71168,211939.0,211939.0,,ARS,3,MLA24557229
MLA1469436368,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Soporte Pared P/ Camara Seguridad Xiaomi Mi Home Nextsale,738783679,MLA92638,133542,10900.0,10900.0,,ARS,3082,
MLA1457581791,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Balanza Xiaomi Mi Body Composition Scale S400 Báscula Smart Digital Bluetooth Medición De Doble Frecuencia 25 Indicadores De Salud Hasta 150kg Color Blanco,257077964,MLA9554,52187,69999.0,69999.0,,ARS,1160,MLA38252447
MLA1457581791,Tiempo de garantía,,6 meses,"{'number': 6, 'unit': 'meses'}","[{'id': None, 'name': '6 meses', 'struct': {'number': 6, 'unit': 'meses'}}]",number_unit,MLA,Balanza Xiaomi Mi Body Composition Scale S400 Báscula Smart Digital Bluetooth Medición De Doble Frecuencia 25 Indicadores De Salud Hasta 150kg Color Blanco,257077964,MLA9554,52187,69999.0,69999.0,,ARS,1160,MLA38252447
MLA1457581791,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Balanza Xiaomi Mi Body Composition Scale S400 Báscula Smart Digital Bluetooth Medición De Doble Frecuencia 25 Indicadores De Salud Hasta 150kg Color Blanco,257077964,MLA9554,52187,69999.0,69999.0,,ARS,1160,MLA38252447
MLA1441658477,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Mi Tv Stick Xiaomi 4k Mdz-27-eu 2.ª Generación Color Negro,666749750,MLA352001,74466,110999.0,110999.0,,ARS,572,MLA38431087
MLA1441658477,Tiempo de garantía,,12 meses,"{'number': 12, 'unit': 'meses'}","[{'id': None, 'name': '12 meses', 'struct': {'number': 12, 'unit': 'meses'}}]",number_unit,MLA,Mi Tv Stick Xiaomi 4k Mdz-27-eu 2.ª Generación Color Negro,666749750,MLA352001,74466,110999.0,110999.0,,ARS,572,MLA38431087
MLA1441658477,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Mi Tv Stick Xiaomi 4k Mdz-27-eu 2.ª Generación Color Negro,666749750,MLA352001,74466,110999.0,110999.0,,ARS,572,MLA38431087
MLA1446303473,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Soporte De Pared Camara De Seguridad Xiaomi Mi Home 360,50753362,MLA92638,,4699.0,4699.0,,ARS,100,
MLA795707880,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Flex Boton Home Joystick Xiaomi Redmi Mi A2 Lite Redmi 6 Pro,245645298,MLA433156,54265,9100.0,9100.0,,ARS,23,
MLA1162615038,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Malla Para Xiaomi Mi Band 7 Band 6 Band 5 Y Amazfit Band 5,1189727645,MLA434353,,2299.0,2299.0,,ARS,16729,MLA27335910
MLA1162615038,Tiempo de garantía,,3 meses,"{'number': 3, 'unit': 'meses'}","[{'id': None, 'name': '3 meses', 'struct': {'number': 3, 'unit': 'meses'}}]",number_unit,MLA,Malla Para Xiaomi Mi Band 7 Band 6 Band 5 Y Amazfit Band 5,1189727645,MLA434353,,2299.0,2299.0,,ARS,16729,MLA27335910
MLA1400020761,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Cable De Carga Xiaomi Mi Smart Band 5 Color Negro,164041557,MLA417755,71168,6209.0,6209.0,,ARS,217,MLA29206462
MLA1400020761,Tiempo de garantía,,30 días,"{'number': 30, 'unit': 'días'}","[{'id': None, 'name': '30 días', 'struct': {'number': 30, 'unit': 'días'}}]",number_unit,MLA,Cable De Carga Xiaomi Mi Smart Band 5 Color Negro,164041557,MLA417755,71168,6209.0,6209.0,,ARS,217,MLA29206462
MLA1400020761,Cantidad máxima de compra,,1,,"[{'id': None, 'name': '1', 'struct': None}]",number,MLA,Cable De Carga Xiaomi Mi Smart Band 5 Color Negro,164041557,MLA417755,71168,6209.0,6209.0,,ARS,217,MLA29206462
MLA2026813538,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Flex Lector Huella Sensor Home Para Xiaomi Mi 6a,245645298,MLA10617,54265,6700.0,6700.0,,ARS,10,MLA46925273
MLA1366218755,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Pack X 3 Correa Pulsera Para Xiaomi Smart Band 3 4 5 6 7,396505965,MLA417313,,18725.0,18725.0,,ARS,36199,
MLA1366218755,Tiempo de garantía,,1 meses,"{'number': 1, 'unit': 'meses'}","[{'id': None, 'name': '1 meses', 'struct': {'number': 1, 'unit': 'meses'}}]",number_unit,MLA,Pack X 3 Correa Pulsera Para Xiaomi Smart Band 3 4 5 6 7,396505965,MLA417313,,18725.0,18725.0,,ARS,36199,
MLA1447441101,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Malla Correa Para Xiaomi Mi Smart Band 9 Enganche Acero,396505965,MLA417313,,17475.0,17475.0,,ARS,884,
MLA1447441101,Tiempo de garantía,,1 meses,"{'number': 1, 'unit': 'meses'}","[{'id': None, 'name': '1 meses', 'struct': {'number': 1, 'unit': 'meses'}}]",number_unit,MLA,Malla Correa Para Xiaomi Mi Smart Band 9 Enganche Acero,396505965,MLA417313,,17475.0,17475.0,,ARS,884,
MLA879144197,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Cable Flex Boton Home Sensor Huella Para Xiaomi Mi 9 Mi9,233074578,MLA10617,,17056.43,17056.43,,ARS,10,
MLA879144197,Tiempo de garantía,,30 días,"{'number': 30, 'unit': 'días'}","[{'id': None, 'name': '30 días', 'struct': {'number': 30, 'unit': 'días'}}]",number_unit,MLA,Cable Flex Boton Home Sensor Huella Para Xiaomi Mi 9 Mi9,233074578,MLA10617,,17056.43,17056.43,,ARS,10,
MLA1772795860,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Flex Boton Home Joystick Para Xiaomi Redmi Mi A1,245645298,MLA433156,54265,7900.0,7900.0,,ARS,10,
MLA1392637481,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,"Xiaomi Mi Band 8 Smartwatch Sport, Caja Dorada, Malla Blanca, Pantalla Amoled 1.62 , 16 Días Batería",294490958,MLA352679,53697,65584.0,65584.0,,ARS,62,MLA27295325
MLA1392637481,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,"Xiaomi Mi Band 8 Smartwatch Sport, Caja Dorada, Malla Blanca, Pantalla Amoled 1.62 , 16 Días Batería",294490958,MLA352679,53697,65584.0,65584.0,,ARS,62,MLA27295325
MLA1392637481,Tiempo de garantía,,3 meses,"{'number': 3, 'unit': 'meses'}","[{'id': None, 'name': '3 meses', 'struct': {'number': 3, 'unit': 'meses'}}]",number_unit,MLA,"Xiaomi Mi Band 8 Smartwatch Sport, Caja Dorada, Malla Blanca, Pantalla Amoled 1.62 , 16 Días Batería",294490958,MLA352679,53697,65584.0,65584.0,,ARS,62,MLA27295325
MLA1468295235,Facturación,6891885,Factura A,,"[{'id': '6891885', 'name': 'Factura A', 'struct': None}]",list,MLA,Malla Metalica Compatible Con Reloj Mi Smart Band 8 9 Xiaomi 1.62 Generica Marca Miaband Color Negro,542888025,MLA417313,55417,49975.0,49975.0,,ARS,56,MLA44813917
MLA1468295235,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Malla Metalica Compatible Con Reloj Mi Smart Band 8 9 Xiaomi 1.62 Generica Marca Miaband Color Negro,542888025,MLA417313,55417,49975.0,49975.0,,ARS,56,MLA44813917
MLA1468295235,Tiempo de garantía,,1 meses,"{'number': 1, 'unit': 'meses'}","[{'id': None, 'name': '1 meses', 'struct': {'number': 1, 'unit': 'meses'}}]",number_unit,MLA,Malla Metalica Compatible Con Reloj Mi Smart Band 8 9 Xiaomi 1.62 Generica Marca Miaband Color Negro,542888025,MLA417313,55417,49975.0,49975.0,,ARS,56,MLA44813917
MLA2023938474,Tiempo de garantía,,1 años,"{'number': 1, 'unit': 'años'}","[{'id': None, 'name': '1 años', 'struct': {'number': 1, 'unit': 'años'}}]",number_unit,MLA,Camara De Seguridad Xiaomi Mi 360 Home Security 2k Pro Wifi Blanco,2015327276,MLA417835,,92300.0,92300.0,,ARS,6,MLA42123724
MLA2023938474,Facturación,6891888,No factura,,"[{'id': '6891888', 'name': 'No factura', 'struct': None}]",list,MLA,Camara De Seguridad Xiaomi Mi 360 Home Security 2k Pro Wifi Blanco,2015327276,MLA417835,,92300.0,92300.0,,ARS,6,MLA42123724
MLA2023938474,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Camara De Seguridad Xiaomi Mi 360 Home Security 2k Pro Wifi Blanco,2015327276,MLA417835,,92300.0,92300.0,,ARS,6,MLA42123724
MLA1772728398,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Flex Boton Home Joystick Para Xiaomi Mi A2 / Mi 6x,245645298,MLA433156,54265,9100.0,9100.0,,ARS,9,
MLA1736580132,Tipo de garantía,2230279,Garantía de fábrica,,"[{'id': '2230279', 'name': 'Garantía de fábrica', 'struct': None}]",list,MLA,Malla Para Mi Smart Band 8 Xiaomi 1.62  Enganche Acero Metal,542888025,MLA417313,55417,17475.0,17475.0,,ARS,1842,
MLA1736580132,Tiempo de garantía,,1 meses,"{'number': 1, 'unit': 'meses'}","[{'id': None, 'name': '1 meses', 'struct': {'number': 1, 'unit': 'meses'}}]",number_unit,MLA,Malla Para Mi Smart Band 8 Xiaomi 1.62  Enganche Acero Metal,542888025,MLA417313,55417,17475.0,17475.0,,ARS,1842,
MLA1931185004,Tipo de garantía,6150835,Sin garantía,,"[{'id': '6150835', 'name': 'Sin garantía', 'struct': None}]",list,MLA,Vidrio Templado Glass Full Para Xiaomi Mi Band 9 Smart,533520310,MLA417718,,3999.0,3999.0,,ARS,104,
MLA1429682039,Tipo de garantía,2230280,Garantía del vendedor,,"[{'id': '2230280', 'name': 'Garantía del vendedor', 'struct': None}]",list,MLA,Flex Boton Home Lector Huella Para Xiaomi Redmi 5x Mi A1,667046582,MLA10617,,7999.99,7999.99,,ARS,1,
MLA1429682039,Tiempo de garantía,,3 meses,"{'number': 3, 'unit': 'meses'}","[{'id': None, 'name': '3 meses', 'struct': {'number': 3, 'unit': 'meses'}}]",number_unit,MLA,Flex Boton Home Lector Huella Para Xiaomi Redmi 5x Mi A1,667046582,MLA10617,,7999.99,7999.99,,ARS,1,
